OBJECTID,Year,ALARM_DATE,CONT_DATE,CAUSE,GIS_ACRES,latitude,longitude,zip,avg_tmax_c,avg_tmin_c,tot_prcp_mm,station,alarm_month,alarm_dayofyear,fire_duration_days,fire_event
1894.0,2018.0,2018-02-11,2018-02-11,14.0,13.00193,40.25941945845474,-124.2155006,95558,12.107142857142858,3.2035714285714287,73.0,72594.0,2,42,0.0,1
2082.0,2018.0,2018-02-02,2018-02-02,5.0,12.39872,42.00268184142523,-121.9209067,96023,11.242857142857144,-0.975,26.700000000000003,72597.0,2,33,0.0,1
2022.0,2018.0,2018-03-28,2018-03-28,14.0,0.02353987,33.440118,-117.5591312,92055,21.532258064516128,10.73225806451613,2.5,72293.0,3,87,0.0,1
2021.0,2018.0,2018-03-27,2018-03-27,14.0,0.004819541,33.60408423234134,-117.700312,92653,20.522580645161288,11.348387096774196,41.7,72297.0,3,86,0.0,1
1997.0,2018.0,2018-03-30,2018-03-30,14.0,0.2215543,35.617900351661746,-119.6893486,93249,20.951612903225808,8.803225806451612,61.2,72384.0,3,89,0.0,1
2083.0,2018.0,2018-03-07,2018-03-07,5.0,1.086734,41.498787872294336,-122.912443,96027,14.94516129032258,1.6161290322580646,42.8,72597.0,3,66,0.0,1
2084.0,2018.0,2018-03-12,2018-03-12,5.0,2.126607,41.48716915555436,-122.374273,96094,17.558064516129033,5.112903225806452,93.2,72592.0,3,71,0.0,1
2025.0,2018.0,2018-04-15,2018-04-15,14.0,7.518083,33.64555345,-117.948858,92627,23.63,13.18,1.0,72297.0,4,105,0.0,1
1931.0,2018.0,2018-04-14,2018-04-14,14.0,0.3926331,34.21435029193557,-119.2479761,93030,19.483333333333334,9.593333333333334,1.0,72391.0,4,104,0.0,1
1824.0,2018.0,2018-04-12,2018-04-12,2.0,49.1616,35.85999938040407,-119.9109041,93239,25.959999999999997,8.513333333333334,4.8,74702.0,4,102,0.0,1
1815.0,2018.0,2018-04-19,2018-04-23,4.0,1253.925,36.678942427902065,-118.0858687,93545,25.1,4.983333333333333,10.2,72480.0,4,109,4.0,1
2061.0,2018.0,2018-04-19,2018-04-20,11.0,7.767941,34.62515648184524,-118.3128977,93551,25.13,9.663333333333332,0.3,72382.0,4,109,1.0,1
2085.0,2018.0,2018-04-23,2018-04-23,5.0,1.094254,41.63522794301144,-122.9528242,96032,18.24,5.263333333333334,27.4,72597.0,4,113,0.0,1
2144.0,2018.0,2018-04-26,2018-05-01,5.0,20.24249,40.006369981823816,-120.229671,96105,19.28,4.34,13.8,72488.0,4,116,5.0,1
2190.0,2018.0,2018-05-29,2018-05-30,14.0,0.8739471,34.119500375145115,-118.7506634,91301,19.509677419354837,11.374193548387098,0.0,72391.0,5,149,1.0,1
2063.0,2018.0,2018-05-06,2018-05-06,11.0,14.20331,34.43103320930143,-118.6280588,91355,22.654838709677417,13.358064516129032,2.8,72288.0,5,126,0.0,1
2065.0,2018.0,2018-05-27,2018-05-27,2.0,0.1131595,33.97847197239645,-117.9765042,91745,22.093548387096774,14.709677419354838,0.3,72297.0,5,147,0.0,1
1903.0,2018.0,2018-05-22,2018-05-24,14.0,59.08208,33.36329083,-117.028475,92059,22.787096774193547,13.3,1.3,72293.0,5,142,2.0,1
2057.0,2018.0,2018-05-17,2018-05-18,2.0,1260.987,33.645685389479056,-117.0515129,92596,24.64516129032258,10.403225806451612,2.0,72286.0,5,137,1.0,1
1946.0,2018.0,2018-05-07,2018-05-07,14.0,0.3439097,34.26784354899045,-118.6439534,93063,22.654838709677417,13.358064516129032,2.8,72288.0,5,127,0.0,1
2001.0,2018.0,2018-05-31,2018-05-31,14.0,1.946541,34.962410281554234,-119.4436744,93252,29.316129032258065,15.470967741935484,0.5,72384.0,5,151,0.0,1
1804.0,2018.0,2018-05-20,2018-05-22,11.0,189.5374,34.94424624932204,-119.8003112,93254,19.81935483870968,10.09032258064516,0.0,72394.0,5,140,2.0,1
1986.0,2018.0,2018-05-31,2018-05-31,14.0,0.4558595,35.67313157983757,-118.3444402,93283,29.316129032258065,15.470967741935484,0.5,72384.0,5,151,0.0,1
2197.0,2018.0,2018-05-30,2018-05-30,2.0,25.31846,35.740984846382496,-120.6508838,93451,29.39032258064516,11.612903225806452,0.0,74702.0,5,150,0.0,1
2195.0,2018.0,2018-05-24,2018-05-24,11.0,87.86208,35.50832003607123,-120.1027713,93453,19.81935483870968,10.09032258064516,0.0,72394.0,5,144,0.0,1
1909.0,2018.0,2018-05-17,2018-05-17,11.0,59.46514,34.63523470101342,-119.9887259,93460,20.103225806451615,10.5,0.0,72392.0,5,137,0.0,1
2062.0,2018.0,2018-05-04,2018-05-05,14.0,17.8683,34.431962641945326,-118.2219547,93510,27.06451612903226,12.12258064516129,0.0,72382.0,5,124,1.0,1
1831.0,2018.0,2018-05-30,2018-05-30,2.0,10.21674,36.88637913473435,-119.5203826,93619,28.958064516129035,14.28064516129032,0.0,72389.0,5,150,0.0,1
1848.0,2018.0,2018-05-02,2018-05-02,2.0,1739.069,36.84468859915893,-120.7880027,93622,28.958064516129035,14.28064516129032,0.0,72389.0,5,122,0.0,1
1825.0,2018.0,2018-05-26,2018-05-27,2.0,108.4346,36.75976794249494,-119.4016368,93657,28.958064516129035,14.28064516129032,0.0,72389.0,5,146,1.0,1
1830.0,2018.0,2018-05-30,2018-06-01,2.0,4.022202,36.86503105115619,-119.336676,93657,28.958064516129035,14.28064516129032,0.0,72389.0,5,150,2.0,1
2039.0,2018.0,2018-05-21,2018-05-21,14.0,12.94914,38.159905521040834,-122.2296111,94503,23.951612903225808,11.383870967741936,0.0,74516.0,5,141,0.0,1
1888.0,2018.0,2018-05-28,2018-05-28,9.0,76.9834,39.63318910516275,-122.5809649,95939,25.44333333333333,12.566666666666666,158.0,72497.0,5,148,0.0,1
2086.0,2018.0,2018-05-13,2018-05-13,5.0,1.055311,41.46729075534011,-122.9019802,96027,25.10967741935484,9.838709677419354,18.9,72597.0,5,133,0.0,1
2081.0,2018.0,2018-05-15,2018-05-15,3.0,2.701591,41.895338312698705,-122.4357982,96064,25.10967741935484,9.838709677419354,18.9,72597.0,5,135,0.0,1
1891.0,2018.0,2018-05-18,2018-05-18,2.0,107.0562,40.312739936022254,-122.2178677,96080,28.719354838709677,13.574193548387097,31.0,72591.0,5,138,0.0,1
1942.0,2018.0,2018-06-12,2018-06-12,14.0,2.010384,34.195966562044724,-118.9097874,91320,21.42,13.416666666666666,0.0,72391.0,6,163,0.0,1
2064.0,2018.0,2018-06-09,2018-06-12,14.0,175.1159,34.35919091134886,-118.5490463,91321,27.146666666666665,15.636666666666668,0.0,72288.0,6,160,3.0,1
2066.0,2018.0,2018-06-21,2018-06-21,14.0,0.9127468,34.32397233929665,-118.5228972,91381,27.146666666666665,15.636666666666668,0.0,72288.0,6,172,0.0,1
2069.0,2018.0,2018-06-04,2018-06-05,2.0,1350.647,34.54920228327975,-118.2912993,91390,27.146666666666665,15.636666666666668,0.0,72288.0,6,155,1.0,1
1901.0,2018.0,2018-06-06,2018-06-10,4.0,248.3807,32.65418938345314,-116.4437863,91906,22.03666666666667,17.35,0.0,72290.0,6,157,4.0,1
1904.0,2018.0,2018-06-11,2018-06-12,10.0,11.04537,32.68701245714989,-116.3598779,91906,22.03666666666667,17.35,0.0,72290.0,6,162,1.0,1
1899.0,2018.0,2018-06-05,2018-06-06,14.0,12.10395,33.410942555861986,-117.2349773,92028,25.9,16.110344827586207,0.0,72293.0,6,156,1.0,1
2152.0,2018.0,2018-06-30,2018-07-20,9.0,32.7047,34.17567455658174,-117.1315522,92382,31.483333333333334,13.24,0.0,72286.0,6,181,20.0,1
2035.0,2018.0,2018-06-06,2018-06-06,14.0,1.118917,33.60462289224222,-117.7616156,92651,25.040000000000003,16.753333333333334,0.0,72297.0,6,157,0.0,1
2023.0,2018.0,2018-06-02,2018-06-10,14.0,175.7186,33.55223088271499,-117.742038,92656,25.040000000000003,16.753333333333334,0.0,72297.0,6,153,8.0,1
2024.0,2018.0,2018-06-11,2018-06-14,14.0,154.9657,33.760114766093515,-117.7250591,92676,31.483333333333334,13.24,0.0,72286.0,6,162,3.0,1
2036.0,2018.0,2018-06-13,2018-06-13,14.0,1.712397,33.66737181729831,-117.6008143,92678,31.483333333333334,13.24,0.0,72286.0,6,164,0.0,1
2163.0,2018.0,2018-06-05,2018-06-18,14.0,0.5954995,33.67454115553333,-117.5444284,92678,31.483333333333334,13.24,0.0,72286.0,6,156,13.0,1
2056.0,2018.0,2018-06-13,2018-06-23,14.0,156.3773,33.91801841230337,-117.6453401,92880,31.483333333333334,13.24,0.0,72286.0,6,164,10.0,1
1938.0,2018.0,2018-06-30,2018-06-30,9.0,0.521827,34.29822764043565,-119.3412897,93001,21.42,13.416666666666666,0.0,72391.0,6,181,0.0,1
1951.0,2018.0,2018-06-16,2018-06-16,14.0,0.8802599,34.276872748890085,-119.3106969,93001,21.42,13.416666666666666,0.0,72391.0,6,167,0.0,1
1956.0,2018.0,2018-06-30,2018-06-30,14.0,0.1293269,34.23784354903989,-119.2637854,93001,21.42,13.416666666666666,0.0,72391.0,6,181,0.0,1
1969.0,2018.0,2018-06-29,2018-06-30,14.0,7.0504,34.23690431982185,-119.2633404,93001,21.42,13.416666666666666,0.0,72391.0,6,180,1.0,1
1940.0,2018.0,2018-06-04,2018-06-04,2.0,1.533825,34.38911467063276,-118.7942422,93015,21.42,13.416666666666666,0.0,72391.0,6,155,0.0,1
1972.0,2018.0,2018-06-28,2018-06-28,2.0,0.0939797,34.43522776,-119.1670035,93023,21.42,13.416666666666666,0.0,72391.0,6,179,0.0,1
1977.0,2018.0,2018-06-14,2018-06-14,2.0,0.7231185,34.43723651496339,-119.1419849,93023,21.42,13.416666666666666,0.0,72391.0,6,165,0.0,1
2124.0,2018.0,2018-06-23,2018-07-14,2.0,62.01245,34.55027796465956,-118.7672647,93040,27.836666666666662,14.436666666666667,0.0,72383.0,6,174,21.0,1
1948.0,2018.0,2018-06-19,2018-06-19,14.0,0.3048694,34.13778044,-119.1860359,93041,21.42,13.416666666666666,0.0,72391.0,6,170,0.0,1
1960.0,2018.0,2018-06-12,2018-06-12,14.0,1.850803,34.368042734853844,-119.0682399,93060,21.42,13.416666666666666,0.0,72391.0,6,163,0.0,1
1970.0,2018.0,2018-06-12,2018-06-12,14.0,7.057304,34.358663122491436,-119.04512,93060,21.42,13.416666666666666,0.0,72391.0,6,163,0.0,1
1955.0,2018.0,2018-06-27,2018-06-28,14.0,27.95707,34.25518893925175,-118.8174867,93065,21.42,13.416666666666666,0.0,72391.0,6,178,1.0,1
2003.0,2018.0,2018-06-06,2018-06-06,14.0,19.21136,35.19193250556256,-118.817345,93203,34.57,19.333333333333332,0.0,72384.0,6,157,0.0,1
2132.0,2018.0,2018-06-18,2018-07-06,9.0,12.80577,35.590745655304644,-118.5049752,93205,34.57,19.333333333333332,0.0,72384.0,6,169,18.0,1
1826.0,2018.0,2018-06-02,2018-06-02,7.0,12.29649,36.10312207527267,-120.5489093,93210,34.74666666666667,14.206666666666669,0.0,74702.0,6,153,0.0,1
1828.0,2018.0,2018-06-04,2018-06-04,7.0,3.986457,36.11649290889381,-120.57541,93210,34.74666666666667,14.206666666666669,0.0,74702.0,6,155,0.0,1
1920.0,2018.0,2018-06-24,2018-06-27,7.0,10.36754,36.20042033707036,-120.7343109,93210,34.74666666666667,14.206666666666669,0.0,74702.0,6,175,3.0,1
2002.0,2018.0,2018-06-18,2018-06-18,14.0,2.075565,35.711592555043154,-118.1755392,93255,35.732142857142854,17.3,0.0,72381.0,6,169,0.0,1
1996.0,2018.0,2018-06-08,2018-06-08,14.0,29.90837,35.37447446394743,-118.8753097,93306,34.57,19.333333333333332,0.0,72384.0,6,159,0.0,1
2199.0,2018.0,2018-06-12,2018-06-12,2.0,5.651355,35.10314864772356,-120.3937432,93420,22.366666666666667,10.766666666666667,0.0,72394.0,6,163,0.0,1
2198.0,2018.0,2018-06-13,2018-06-13,14.0,12.95728,35.75773789075938,-120.8976435,93426,34.74666666666667,14.206666666666669,0.0,74702.0,6,164,0.0,1
2200.0,2018.0,2018-06-13,2018-06-13,2.0,59.22106,35.668740946173266,-120.6687477,93446,22.366666666666667,10.766666666666667,0.0,72394.0,6,164,0.0,1
2201.0,2018.0,2018-06-14,2018-06-14,10.0,56.45403,35.58906340246395,-120.6262463,93446,22.366666666666667,10.766666666666667,0.0,72394.0,6,165,0.0,1
1925.0,2018.0,2018-06-25,2018-06-26,9.0,287.0119,35.99203970713472,-120.8375799,93450,34.74666666666667,14.206666666666669,0.0,74702.0,6,176,1.0,1
1921.0,2018.0,2018-06-19,2018-06-19,10.0,12.85658,35.79223767692909,-120.5802653,93451,34.74666666666667,14.206666666666669,0.0,74702.0,6,170,0.0,1
1829.0,2018.0,2018-06-03,2018-06-03,2.0,9.833247,37.06915735986699,-119.5078457,93602,34.79,17.83,0.0,72389.0,6,154,0.0,1
1849.0,2018.0,2018-06-04,2018-06-07,2.0,432.8582,37.10330161375744,-119.6038377,93626,34.79,17.83,0.0,72389.0,6,155,3.0,1
1823.0,2018.0,2018-06-27,2018-06-29,7.0,78.95502,36.69625633823632,-119.3142797,93654,34.79,17.83,0.0,72389.0,6,178,2.0,1
1832.0,2018.0,2018-06-18,2018-06-19,14.0,10.56412,36.975030073283754,-119.3412143,93667,34.79,17.83,0.0,72389.0,6,169,1.0,1
2100.0,2018.0,2018-06-21,2018-06-22,11.0,1312.841,36.39064489963062,-120.9617572,93930,21.209999999999997,11.853333333333332,0.0,72593.0,6,172,1.0,1
1867.0,2018.0,2018-06-29,2018-06-30,14.0,70.0204,37.648039116296594,-121.6133864,94550,23.383333333333333,13.046666666666669,0.0,72585.0,6,180,1.0,1
2038.0,2018.0,2018-06-01,2018-06-01,14.0,2.75961,38.6393965979,-122.2907462,94558,32.11333333333333,13.846666666666666,0.0,72482.0,6,152,0.0,1
1910.0,2018.0,2018-06-03,2018-06-03,11.0,35.76863,36.83055024688453,-121.3607257,95023,21.209999999999997,11.853333333333332,0.0,72593.0,6,154,0.0,1
1911.0,2018.0,2018-06-04,2018-06-12,11.0,528.1719,36.37178725750712,-120.8964994,95043,21.209999999999997,11.853333333333332,0.0,72593.0,6,155,8.0,1
1912.0,2018.0,2018-06-04,2018-06-06,9.0,266.1002,36.651591589821315,-120.9990237,95043,21.209999999999997,11.853333333333332,0.0,72593.0,6,155,2.0,1
1913.0,2018.0,2018-06-12,2018-06-18,9.0,194.3561,36.376720212629344,-120.8714669,95043,21.209999999999997,11.853333333333332,0.0,72593.0,6,163,6.0,1
2011.0,2018.0,2018-06-25,2018-07-05,14.0,79.39225,37.96446447868584,-120.6924964,95228,34.67333333333333,13.466666666666669,0.0,72492.0,6,176,10.0,1
2009.0,2018.0,2018-06-29,2018-08-09,2.0,11759.62,38.005779247021096,-120.8497048,95230,34.67333333333333,13.466666666666669,0.0,72492.0,6,180,41.0,1
2010.0,2018.0,2018-06-24,2018-07-04,14.0,163.3823,37.78972355641028,-120.2700466,95305,34.67333333333333,13.466666666666669,0.0,72492.0,6,175,10.0,1
1851.0,2018.0,2018-06-18,2018-06-20,14.0,124.7975,37.69367285447386,-120.2013107,95311,34.67333333333333,13.466666666666669,0.0,72492.0,6,169,2.0,1
1850.0,2018.0,2018-06-15,2018-06-16,2.0,52.851,37.479007723400265,-119.8456857,95338,34.79,17.83,0.0,72389.0,6,166,1.0,1
2007.0,2018.0,2018-06-07,2018-06-11,9.0,20.33479,37.885303063013446,-120.8874107,95361,34.67333333333333,13.466666666666669,0.0,72492.0,6,158,4.0,1
2194.0,2018.0,2018-06-23,2018-07-05,9.0,15196.92,39.07670075396205,-122.5644129,95423,32.11333333333333,13.846666666666666,0.0,72482.0,6,174,12.0,1
2041.0,2018.0,2018-06-30,2018-07-11,14.0,89831.15,38.66106447819961,-122.1671172,95607,32.11333333333333,13.846666666666666,0.0,72482.0,6,181,11.0,1
2042.0,2018.0,2018-06-01,2018-06-01,14.0,12.08517,38.636138595047875,-122.1026711,95607,32.11333333333333,13.846666666666666,0.0,72482.0,6,152,0.0,1
1805.0,2018.0,2018-06-12,2018-06-12,5.0,63.63537,38.25855176684428,-121.0961156,95632,31.87,13.38,0.0,72483.0,6,163,0.0,1
1853.0,2018.0,2018-06-29,2018-07-03,14.0,30.20745,38.86578469216771,-121.335714,95648,33.11071428571429,14.257142857142856,0.0,74500.0,6,180,4.0,1
1866.0,2018.0,2018-06-30,2018-07-02,2.0,4.950163,38.86783582211133,-121.1611173,95663,33.11071428571429,14.257142857142856,0.0,74500.0,6,181,2.0,1
1860.0,2018.0,2018-06-06,2018-06-06,11.0,77.71261,38.78271452974567,-121.4810247,95668,33.11071428571429,14.257142857142856,0.0,74500.0,6,157,0.0,1
1808.0,2018.0,2018-06-08,2018-06-08,10.0,13.11449,38.49665631570056,-121.1375491,95683,31.87,13.38,0.0,72483.0,6,159,0.0,1
1806.0,2018.0,2018-06-29,2018-06-29,10.0,50.66001,38.586963610647366,-121.1793042,95742,31.87,13.38,0.0,72483.0,6,180,0.0,1
1857.0,2018.0,2018-06-29,2018-06-30,14.0,22.12473,39.07756308577652,-121.5089283,95901,33.11071428571429,14.257142857142856,0.0,74500.0,6,180,1.0,1
2097.0,2018.0,2018-06-26,2018-06-26,11.0,357.3438,39.605633214452254,-121.7145098,95938,26.466666666666665,16.186666666666667,176.7,72497.0,6,177,0.0,1
1889.0,2018.0,2018-06-09,2018-06-09,9.0,2259.095,39.62135208794186,-122.5606246,95939,26.466666666666665,16.186666666666667,176.7,72497.0,6,160,0.0,1
1878.0,2018.0,2018-06-24,2018-06-26,7.0,71.65475,40.50369803514544,-122.4024378,96001,35.03333333333333,17.663333333333334,0.0,72592.0,6,175,2.0,1
1879.0,2018.0,2018-06-24,2018-06-24,7.0,7.635206,40.50789350735679,-122.4465102,96001,35.03333333333333,17.663333333333334,0.0,72592.0,6,175,0.0,1
1874.0,2018.0,2018-06-23,2018-06-23,2.0,336.7269,40.51346239572645,-122.1537518,96007,35.03333333333333,17.663333333333334,0.0,72592.0,6,174,0.0,1
1880.0,2018.0,2018-06-24,2018-06-27,7.0,1220.089,40.48639062659872,-122.5155861,96007,35.03333333333333,17.663333333333334,0.0,72592.0,6,175,3.0,1
1881.0,2018.0,2018-06-24,2018-06-27,7.0,386.1122,40.452027982302816,-122.4736301,96007,35.03333333333333,17.663333333333334,0.0,72592.0,6,175,3.0,1
1885.0,2018.0,2018-06-09,2018-06-09,2.0,2725.726,39.92550254716551,-122.3549348,96021,34.60666666666667,17.029999999999998,2.5,72591.0,6,160,0.0,1
1873.0,2018.0,2018-06-28,2018-06-30,14.0,129.755,40.57571995579464,-122.8662521,96024,35.03333333333333,17.663333333333334,0.0,72592.0,6,179,2.0,1
2080.0,2018.0,2018-06-19,2018-06-19,2.0,2.174773,41.57976944899574,-122.5504708,96038,28.56,11.053333333333336,12.2,72597.0,6,170,0.0,1
2159.0,2018.0,2018-06-27,2018-07-02,5.0,62.81454,41.83625285512981,-122.9796715,96050,28.56,11.053333333333336,12.2,72597.0,6,178,5.0,1
2092.0,2018.0,2018-06-06,2018-06-07,5.0,36.80684,41.57725956586342,-122.3364691,96064,28.56,11.053333333333336,12.2,72597.0,6,157,1.0,1
2096.0,2018.0,2018-06-24,2018-06-24,7.0,3416.661,40.329985031374626,-121.8284963,96075,34.60666666666667,17.029999999999998,2.5,72591.0,6,175,0.0,1
1887.0,2018.0,2018-06-24,2018-06-24,14.0,258.6872,40.17608650369071,-122.263352,96080,34.60666666666667,17.029999999999998,2.5,72591.0,6,175,0.0,1
2087.0,2018.0,2018-06-12,2018-06-12,2.0,2.203994,41.72407177058889,-122.6095505,96097,28.56,11.053333333333336,12.2,72597.0,6,163,0.0,1
1842.0,2018.0,2018-06-27,2018-06-29,8.0,431.5368,40.32428783616421,-120.4370761,96114,31.06,12.776666666666667,2.5,72488.0,6,178,2.0,1
2173.0,2018.0,2018-06-14,2018-06-19,10.0,645.414,40.38838511558353,-120.348233,96117,31.06,12.776666666666667,2.5,72488.0,6,165,5.0,1
2170.0,2018.0,2018-06-27,2018-08-03,14.0,0.4257005,38.80524658254292,-119.7849124,96120,31.06,12.776666666666667,2.5,72488.0,6,178,37.0,1
1928.0,2018.0,2018-07-23,2018-07-23,14.0,0.007144618,34.17437703745237,-118.8684523,91361,25.163333333333338,17.790000000000003,0.0,72391.0,7,204,0.0,1
2213.0,2018.0,2018-07-23,2018-07-24,14.0,111.3536,34.38935686112388,-118.6138683,91381,33.54838709677419,20.616129032258065,0.0,72288.0,7,204,1.0,1
2134.0,2018.0,2018-07-06,2018-07-10,2.0,505.3996,32.829012436963744,-116.7451378,91901,31.096666666666668,20.59333333333333,0.0,72293.0,7,187,4.0,1
1905.0,2018.0,2018-07-06,2018-07-07,9.0,10.41985,32.620513,-116.7663515,91917,26.970967741935485,20.9741935483871,0.0,72290.0,7,187,1.0,1
1900.0,2018.0,2018-07-28,2018-08-02,14.0,206.2568,33.41954435,-117.2366808,92028,31.096666666666668,20.59333333333333,0.0,72293.0,7,209,5.0,1
1897.0,2018.0,2018-07-20,2018-07-20,2.0,11.99425,33.04869205348035,-116.7788943,92065,31.096666666666668,20.59333333333333,0.0,72293.0,7,201,0.0,1
2101.0,2018.0,2018-07-29,2018-12-18,14.0,327.5861,33.07897143383582,-116.9172996,92065,31.096666666666668,20.59333333333333,0.0,72293.0,7,210,142.0,1
1902.0,2018.0,2018-07-17,2018-07-17,7.0,28.34346,32.556636685009856,-116.8896746,92154,26.970967741935485,20.9741935483871,0.0,72290.0,7,198,0.0,1
2192.0,2018.0,2018-07-09,2018-07-10,11.0,108.6614,33.76603717999307,-116.5457638,92264,40.426923076923075,27.78076923076923,0.0,69015.0,7,190,1.0,1
2193.0,2018.0,2018-07-25,2018-07-26,14.0,24.77533,33.56246075789531,-116.1505687,92274,40.426923076923075,27.78076923076923,0.0,69015.0,7,206,1.0,1
2104.0,2018.0,2018-07-06,2018-07-20,9.0,1343.208,34.10494768079558,-116.9456004,92339,36.91935483870968,19.048387096774192,0.0,72286.0,7,187,14.0,1
2153.0,2018.0,2018-07-06,2018-07-20,2.0,61.23165,34.24374485484083,-117.4293606,92407,36.91935483870968,19.048387096774192,0.0,72286.0,7,187,14.0,1
2154.0,2018.0,2018-07-25,,7.0,13229.16,33.714876869339065,-116.6975617,92549,36.91935483870968,19.048387096774192,0.0,72286.0,7,206,,1
2166.0,2018.0,2018-07-28,2018-08-03,14.0,222.283,33.58614487985672,-116.534221,92561,36.91935483870968,19.048387096774192,0.0,72286.0,7,209,6.0,1
2027.0,2018.0,2018-07-09,2018-07-09,14.0,0.3192534,33.58683851078902,-117.7050379,92653,30.38064516129032,20.590322580645164,0.0,72297.0,7,190,0.0,1
2026.0,2018.0,2018-07-11,2018-07-11,14.0,0.2125467,33.76216721322847,-117.7103248,92676,36.91935483870968,19.048387096774192,0.0,72286.0,7,192,0.0,1
2135.0,2018.0,2018-07-19,2018-08-03,9.0,281.6225,33.83662933712348,-117.6136246,92881,36.91935483870968,19.048387096774192,0.0,72286.0,7,200,15.0,1
1962.0,2018.0,2018-07-02,2018-07-02,14.0,0.2560846,34.23665082860223,-119.2602009,93001,25.163333333333338,17.790000000000003,0.0,72391.0,7,183,0.0,1
