zip,Year,fire_occurred,avg_tmax_c,avg_tmin_c,tot_prcp_mm,temp_range_c,dryness_proxy,year_index,CAUSE_10,CAUSE_11,CAUSE_14,CAUSE_15,CAUSE_18,CAUSE_2,CAUSE_3,CAUSE_4,CAUSE_5,CAUSE_6,CAUSE_7,CAUSE_8,CAUSE_9,OBJECTIVE_2,C_METHOD_2,C_METHOD_3,C_METHOD_4,C_METHOD_5,C_METHOD_6,C_METHOD_7,C_METHOD_8,AGENCY_ID_1,AGENCY_ID_2,AGENCY_ID_3,AGENCY_ID_4,AGENCY_ID_5,AGENCY_ID_6,AGENCY_ID_7,AGENCY_ID_8
91301,2019.0,1,23.31935483870968,14.119354838709675,0.0,9.200000000000003,23.31935483870968,1.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
91301,2020.0,1,23.17215053763441,14.840430107526885,0.0,8.331720430107524,23.17215053763441,2.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
91301,2021.0,0,23.17215053763441,14.119354838709675,0.0,9.052795698924733,23.17215053763441,3.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
91302,2018.0,1,26.338709677419356,14.351612903225806,7.9,11.98709677419355,2.959405581732512,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
91302,2019.0,1,28.26451612903226,13.003225806451614,0.0,15.261290322580646,28.26451612903226,1.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
91302,2020.0,0,26.338709677419356,13.003225806451614,0.3,13.335483870967742,20.260545905707197,2.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
91302,2021.0,1,23.653333333333332,11.876666666666669,0.3,11.776666666666664,18.194871794871794,3.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
91311,2018.0,0,32.53548387096774,19.281451612903226,0.2,13.254032258064512,27.11290322580645,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
91311,2019.0,0,32.53548387096774,19.281451612903226,0.2,13.254032258064512,27.11290322580645,1.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
91311,2020.0,1,33.26774193548387,19.68064516129032,0.0,13.587096774193547,33.26774193548387,2.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
91311,2021.0,1,31.803225806451614,18.88225806451613,0.4,12.920967741935485,22.716589861751153,3.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
91320,2018.0,1,22.415555555555557,11.076666666666666,13.8,11.33888888888889,1.5145645645645645,0.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
91320,2019.0,1,24.26774193548387,11.451612903225806,0.0,12.816129032258063,24.26774193548387,1.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
91320,2020.0,0,23.341648745519713,11.264139784946236,6.8999999999999995,12.077508960573477,2.954639081711356,2.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
91320,2021.0,0,23.341648745519713,11.264139784946236,6.8999999999999995,12.077508960573477,2.954639081711356,3.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
91321,2018.0,1,25.485,12.96,13.6,12.524999999999999,1.7455479452054794,0.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
91321,2019.0,0,31.641935483870967,18.73548387096774,0.0,12.906451612903226,31.641935483870967,1.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
91321,2020.0,1,33.26774193548387,19.68064516129032,0.0,13.587096774193547,33.26774193548387,2.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
91321,2021.0,1,31.641935483870967,18.73548387096774,0.0,12.906451612903226,31.641935483870967,3.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
91344,2018.0,0,28.26451612903226,13.003225806451614,0.0,15.261290322580646,28.26451612903226,0.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
91344,2019.0,1,28.26451612903226,13.003225806451614,0.0,15.261290322580646,28.26451612903226,1.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
91344,2020.0,0,28.26451612903226,13.003225806451614,0.0,15.261290322580646,28.26451612903226,2.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
91344,2021.0,0,28.26451612903226,13.003225806451614,0.0,15.261290322580646,28.26451612903226,3.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
91355,2018.0,1,22.654838709677417,13.358064516129032,2.8,9.296774193548385,5.961799660441426,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
91355,2019.0,0,21.927419354838708,10.99688940092166,1.65,10.930529953917048,8.274497869750457,1.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
91355,2020.0,0,21.927419354838708,10.99688940092166,1.65,10.930529953917048,8.274497869750457,2.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
91355,2021.0,1,21.2,8.635714285714286,0.5,12.564285714285713,14.133333333333333,3.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
91360,2018.0,1,21.44838709677419,9.829032258064515,18.8,11.619354838709675,1.083251873574454,0.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
91360,2019.0,0,21.44838709677419,9.829032258064515,18.8,11.619354838709675,1.083251873574454,1.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
91360,2020.0,0,21.44838709677419,9.829032258064515,18.8,11.619354838709675,1.083251873574454,2.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
91360,2021.0,0,21.44838709677419,9.829032258064515,18.8,11.619354838709675,1.083251873574454,3.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
91361,2018.0,1,25.163333333333338,17.790000000000003,0.0,7.373333333333335,25.163333333333338,0.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
91361,2019.0,1,22.725806451612904,14.206451612903226,0.0,8.519354838709678,22.725806451612904,1.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
91361,2020.0,0,23.94456989247312,15.998225806451616,0.0,7.946344086021503,23.94456989247312,2.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
91361,2021.0,0,23.94456989247312,15.998225806451616,0.0,7.946344086021503,23.94456989247312,3.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
91362,2018.0,0,19.80881720430107,7.897096774193548,10.55,11.911720430107524,1.7150491085974953,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False
91362,2019.0,0,19.80881720430107,7.897096774193548,10.55,11.911720430107524,1.7150491085974953,1.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False
91362,2020.0,0,19.80881720430107,7.897096774193548,10.55,11.911720430107524,1.7150491085974953,2.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False
91362,2021.0,1,19.80881720430107,7.897096774193548,10.55,11.911720430107524,1.7150491085974953,3.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False
91364,2018.0,0,30.677419354838708,17.041935483870965,0.0,13.635483870967743,30.677419354838708,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
91364,2019.0,0,30.677419354838708,17.041935483870965,0.0,13.635483870967743,30.677419354838708,1.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
91364,2020.0,1,30.677419354838708,17.041935483870965,0.0,13.635483870967743,30.677419354838708,2.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
91364,2021.0,0,30.677419354838708,17.041935483870965,0.0,13.635483870967743,30.677419354838708,3.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
91377,2018.0,1,26.01935483870968,15.648387096774194,0.0,10.370967741935488,26.01935483870968,0.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
91377,2019.0,0,26.01935483870968,15.648387096774194,0.0,10.370967741935488,26.01935483870968,1.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
91377,2020.0,0,26.01935483870968,15.648387096774194,0.0,10.370967741935488,26.01935483870968,2.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
91377,2021.0,0,26.01935483870968,15.648387096774194,0.0,10.370967741935488,26.01935483870968,3.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
91381,2018.0,1,30.347526881720427,18.126397849462368,0.0,12.221129032258059,30.347526881720427,0.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
91381,2019.0,0,27.39,16.233333333333334,0.0,11.156666666666666,27.39,1.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
91381,2020.0,1,27.39,16.233333333333334,0.0,11.156666666666666,27.39,2.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
91381,2021.0,1,20.470967741935485,7.816129032258064,71.6,12.65483870967742,0.2819692526437395,3.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
91384,2018.0,1,20.428655913978492,10.738924731182795,24.65,9.689731182795697,0.7964388270556917,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
91384,2019.0,0,24.951666666666668,13.556666666666665,1.4,11.395000000000003,10.396527777777779,1.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
91384,2020.0,1,26.37,14.253333333333334,0.5,12.116666666666667,17.580000000000002,2.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
91384,2021.0,1,24.951666666666668,13.556666666666665,1.4,11.395000000000003,10.396527777777779,3.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
91387,2018.0,0,28.26451612903226,13.003225806451614,0.0,15.261290322580646,28.26451612903226,0.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
91387,2019.0,1,28.26451612903226,13.003225806451614,0.0,15.261290322580646,28.26451612903226,1.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
91387,2020.0,0,28.26451612903226,13.003225806451614,0.0,15.261290322580646,28.26451612903226,2.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
91387,2021.0,0,28.26451612903226,13.003225806451614,0.0,15.261290322580646,28.26451612903226,3.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
91390,2018.0,1,29.458817204301074,17.76994623655914,0.0,11.688870967741934,29.458817204301074,0.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
91390,2019.0,0,31.078172043010753,17.76994623655914,0.4,13.308225806451613,22.198694316436253,1.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
91390,2020.0,1,31.078172043010753,17.383333333333333,1.9,13.69483870967742,10.716611049314054,2.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
91390,2021.0,1,31.803225806451614,18.88225806451613,0.4,12.920967741935485,22.716589861751153,3.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
91709,2018.0,0,27.351612903225806,16.66774193548387,0.8,10.683870967741935,15.195340501792113,0.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
91709,2019.0,0,27.351612903225806,16.66774193548387,0.8,10.683870967741935,15.195340501792113,1.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
91709,2020.0,1,27.351612903225806,16.66774193548387,0.8,10.683870967741935,15.195340501792113,2.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
91709,2021.0,0,27.351612903225806,16.66774193548387,0.8,10.683870967741935,15.195340501792113,3.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
91741,2018.0,0,27.566666666666663,17.15,0.0,10.416666666666664,27.566666666666663,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
91741,2019.0,0,27.566666666666663,17.15,0.0,10.416666666666664,27.566666666666663,1.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
91741,2020.0,0,27.566666666666663,17.15,0.0,10.416666666666664,27.566666666666663,2.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
91741,2021.0,1,27.566666666666663,17.15,0.0,10.416666666666664,27.566666666666663,3.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
91745,2018.0,1,22.093548387096774,14.709677419354838,0.3,7.383870967741936,16.99503722084367,0.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
91745,2019.0,0,25.9008064516129,16.696155913978494,0.15,9.204650537634407,22.522440392706873,1.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
91745,2020.0,1,29.70806451612903,18.68263440860215,0.0,11.02543010752688,29.70806451612903,2.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
91745,2021.0,0,25.9008064516129,16.696155913978494,0.15,9.204650537634407,22.522440392706873,3.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
91748,2018.0,1,27.296666666666667,18.1,0.0,9.196666666666665,27.296666666666667,0.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
91748,2019.0,0,24.3402688172043,12.86935483870968,18.9,11.47091397849462,1.2231290862916735,1.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
91748,2020.0,1,21.383870967741935,7.638709677419355,37.8,13.74516129032258,0.5511306950448953,2.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
91748,2021.0,0,24.3402688172043,12.86935483870968,18.9,11.47091397849462,1.2231290862916735,3.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
91759,2018.0,1,23.123333333333335,5.62,20.8,17.503333333333334,1.060703363914373,0.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
91759,2019.0,0,28.829408602150536,11.845483870967744,10.4,16.983924731182793,2.5288954914167134,1.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
91759,2020.0,0,28.829408602150536,11.845483870967744,10.4,16.983924731182793,2.5288954914167134,2.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
91759,2021.0,1,34.53548387096774,18.070967741935487,0.0,16.46451612903225,34.53548387096774,3.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
