zip,Year,avg_tmax_c,avg_tmin_c,tot_prcp_mm,GIS_ACRES,fire_duration_days,CAUSE,C_METHOD,OBJECTIVE,station,AGENCY_ID,fire_count,fire_occurred
91311,2021.0,31.803225806451614,18.88225806451613,0.4,1.7603765,0.0,10.0,4.0,1.0,72288.0,1.0,2,1
91320,2018.0,22.415555555555557,11.076666666666666,13.799999999999999,4.2344852,0.3333333333333333,14.0,1.0,1.0,72391.0,2.0,3,1
91320,2019.0,24.26774193548387,11.451612903225806,0.0,80.3277,4.0,14.0,1.0,1.0,72391.0,5.0,1,1
91320,2020.0,23.341648745519713,11.264139784946236,6.8999999999999995,42.281092599999994,2.1666666666666665,14.0,1.0,1.0,72391.0,2.0,0,0
91320,2021.0,23.341648745519713,11.264139784946236,6.8999999999999995,42.281092599999994,2.1666666666666665,14.0,1.0,1.0,72391.0,2.0,0,0
91321,2018.0,25.485,12.96,13.600000000000001,87.601150465,1.5,2.0,1.0,1.0,72288.0,2.0,2,1
91321,2019.0,31.641935483870967,18.73548387096774,0.0,87.601150465,0.0,2.0,1.0,1.0,72288.0,2.0,0,0
91321,2020.0,33.26774193548387,19.68064516129032,0.0,159.2057,0.0,14.0,8.0,1.0,72288.0,2.0,1,1
91321,2021.0,31.641935483870967,18.73548387096774,0.0,19.88849,0.0,10.0,1.0,1.0,72288.0,2.0,1,1
91344,2018.0,28.26451612903226,13.003225806451614,0.0,8799.325,21.0,14.0,7.0,1.0,72288.0,1.0,0,0
91344,2019.0,28.26451612903226,13.003225806451614,0.0,8799.325,21.0,14.0,7.0,1.0,72288.0,1.0,1,1
91344,2020.0,28.26451612903226,13.003225806451614,0.0,8799.325,21.0,14.0,7.0,1.0,72288.0,1.0,0,0
91344,2021.0,28.26451612903226,13.003225806451614,0.0,8799.325,21.0,14.0,7.0,1.0,72288.0,1.0,0,0
91355,2018.0,22.654838709677417,13.358064516129032,2.8,14.20331,0.0,11.0,1.0,1.0,72288.0,2.0,1,1
91355,2019.0,21.927419354838708,10.99688940092166,1.65,7.6875015,0.0,2.0,1.0,1.0,72288.0,1.0,0,0
91355,2020.0,21.927419354838708,10.99688940092166,1.65,7.6875015,0.0,2.0,1.0,1.0,72288.0,1.0,0,0
91355,2021.0,21.2,8.635714285714286,0.5,1.171693,0.0,2.0,1.0,1.0,72288.0,1.0,1,1
91360,2018.0,21.44838709677419,9.829032258064515,18.8,0.02883826,0.0,14.0,6.0,1.0,72391.0,2.0,1,1
91360,2019.0,21.44838709677419,9.829032258064515,18.8,0.02883826,0.0,14.0,6.0,1.0,72391.0,2.0,0,0
91360,2020.0,21.44838709677419,9.829032258064515,18.8,0.02883826,0.0,14.0,6.0,1.0,72391.0,2.0,0,0
91360,2021.0,21.44838709677419,9.829032258064515,18.8,0.02883826,0.0,14.0,6.0,1.0,72391.0,2.0,0,0
91361,2018.0,25.163333333333338,17.790000000000003,0.0,0.007144618,0.0,14.0,6.0,1.0,72391.0,2.0,1,1
91361,2019.0,22.725806451612904,14.206451612903226,0.0,11.11976,1.0,14.0,7.0,1.0,72391.0,2.0,1,1
91361,2020.0,23.94456989247312,15.998225806451615,0.0,5.563452309,0.5,14.0,6.0,1.0,72391.0,2.0,0,0
91361,2021.0,23.94456989247312,15.998225806451615,0.0,5.563452309,0.5,14.0,6.0,1.0,72391.0,2.0,0,0
91362,2018.0,19.80881720430107,7.897096774193548,10.55,27.086355,1.0,8.0,8.0,1.0,72391.0,1.0,0,0
91362,2019.0,19.80881720430107,7.897096774193548,10.55,27.086355,1.0,8.0,8.0,1.0,72391.0,1.0,0,0
91362,2020.0,19.80881720430107,7.897096774193548,10.55,27.086355,1.0,8.0,8.0,1.0,72391.0,1.0,0,0
91362,2021.0,19.80881720430107,7.897096774193548,10.55,27.086355,1.0,8.0,8.0,1.0,72391.0,1.0,2,1
91364,2018.0,30.677419354838708,17.041935483870965,0.0,2.614254,0.0,11.0,1.0,1.0,72288.0,2.0,0,0
91364,2019.0,30.677419354838708,17.041935483870965,0.0,2.614254,0.0,11.0,1.0,1.0,72288.0,2.0,0,0
91364,2020.0,30.677419354838708,17.041935483870965,0.0,2.614254,0.0,11.0,1.0,1.0,72288.0,2.0,1,1
91364,2021.0,30.677419354838708,17.041935483870965,0.0,2.614254,0.0,11.0,1.0,1.0,72288.0,2.0,0,0
91377,2018.0,26.01935483870968,15.648387096774194,0.0,0.07621309,0.0,9.0,6.0,1.0,72391.0,2.0,1,1
91377,2019.0,26.01935483870968,15.648387096774194,0.0,0.07621309,0.0,9.0,6.0,1.0,72391.0,2.0,0,0
91377,2020.0,26.01935483870968,15.648387096774194,0.0,0.07621309,0.0,9.0,6.0,1.0,72391.0,2.0,0,0
91377,2021.0,26.01935483870968,15.648387096774194,0.0,0.07621309,0.0,9.0,6.0,1.0,72391.0,2.0,0,0
91381,2018.0,30.347526881720427,18.126397849462368,0.0,56.1331734,0.5,14.0,1.0,1.0,72288.0,2.0,2,1
91381,2019.0,27.39,16.233333333333334,0.0,56.1331734,0.5,14.0,1.0,1.0,72288.0,2.0,0,0
91381,2020.0,27.39,16.233333333333334,0.0,4.228073,0.0,2.0,1.0,1.0,72288.0,2.0,1,1
91381,2021.0,20.470967741935485,7.816129032258064,71.6,183.8866,3.0,14.0,1.0,1.0,72288.0,2.0,1,1
91384,2018.0,20.428655913978492,10.738924731182795,24.65,1676.354425,0.5,11.0,1.0,1.0,72383.0,2.0,2,1
91384,2019.0,24.951666666666668,13.556666666666665,1.4,503.771,0.5,2.0,1.0,1.0,72383.0,2.0,0,0
91384,2020.0,26.37,14.253333333333334,0.5,45.1449095,0.5,2.0,1.0,1.0,72383.0,2.0,2,1
91384,2021.0,24.951666666666668,13.556666666666665,1.4,503.771,3.5,4.0,1.0,1.0,72383.0,2.0,2,1
91387,2018.0,28.26451612903226,13.003225806451614,0.0,4581.739,7.0,14.0,3.0,1.0,72288.0,2.0,0,0
91387,2019.0,28.26451612903226,13.003225806451614,0.0,4581.739,7.0,14.0,3.0,1.0,72288.0,2.0,1,1
91387,2020.0,28.26451612903226,13.003225806451614,0.0,4581.739,7.0,14.0,3.0,1.0,72288.0,2.0,0,0
91387,2021.0,28.26451612903226,13.003225806451614,0.0,4581.739,7.0,14.0,3.0,1.0,72288.0,2.0,0,0
91390,2018.0,29.458817204301074,17.76994623655914,0.0,679.913005,0.5,2.0,1.0,1.0,72288.0,2.0,2,1
91390,2019.0,31.078172043010753,17.76994623655914,0.4,492.95833150000004,0.5,2.0,1.0,1.0,72288.0,2.0,0,0
91390,2020.0,31.078172043010753,17.383333333333333,1.9,492.95833150000004,2.0,2.0,1.0,1.0,72288.0,2.0,4,1
91390,2021.0,31.803225806451614,18.88225806451613,0.4,6.846540500000001,0.0,14.0,1.0,1.0,72288.0,2.0,2,1
91709,2018.0,27.351612903225806,16.66774193548387,0.8,13694.53,7.0,14.0,7.0,1.0,72297.0,0.0,0,0
91709,2019.0,27.351612903225806,16.66774193548387,0.8,13694.53,7.0,14.0,7.0,1.0,72297.0,0.0,0,0
91709,2020.0,27.351612903225806,16.66774193548387,0.8,13694.53,7.0,14.0,7.0,1.0,72297.0,0.0,1,1
91709,2021.0,27.351612903225806,16.66774193548387,0.8,13694.53,7.0,14.0,7.0,1.0,72297.0,0.0,0,0
91741,2018.0,27.566666666666663,17.15,0.0,2.21358,0.0,10.0,1.0,1.0,72297.0,2.0,0,0
91741,2019.0,27.566666666666663,17.15,0.0,2.21358,0.0,10.0,1.0,1.0,72297.0,2.0,0,0
91741,2020.0,27.566666666666663,17.15,0.0,2.21358,0.0,10.0,1.0,1.0,72297.0,2.0,0,0
91741,2021.0,27.566666666666663,17.15,0.0,2.21358,0.0,10.0,1.0,1.0,72297.0,2.0,1,1
91745,2018.0,22.093548387096774,14.709677419354838,0.3,0.1131595,0.0,2.0,1.0,1.0,72297.0,2.0,1,1
91745,2019.0,25.9008064516129,16.696155913978494,0.15,2.6080125,0.0,2.0,1.0,1.0,72297.0,2.0,0,0
91745,2020.0,29.70806451612903,18.68263440860215,0.0,5.1028655,0.0,14.0,1.0,1.0,72297.0,2.0,2,1
91745,2021.0,25.9008064516129,16.696155913978494,0.15,2.6080125,0.0,2.0,1.0,1.0,72297.0,2.0,0,0
91748,2018.0,27.296666666666667,18.1,0.0,0.1195796,0.0,3.0,1.0,1.0,72297.0,2.0,1,1
91748,2019.0,24.3402688172043,12.869354838709679,18.9,3.6942298,0.0,3.0,1.0,1.0,72297.0,2.0,0,0
91748,2020.0,21.383870967741935,7.638709677419355,37.8,7.26888,0.0,11.0,1.0,1.0,72297.0,2.0,1,1
91748,2021.0,24.3402688172043,12.869354838709679,18.9,3.6942298,0.0,3.0,1.0,1.0,72297.0,2.0,0,0
91759,2018.0,23.123333333333335,5.62,20.8,14.01697,5.0,4.0,1.0,1.0,72286.0,4.0,1,1
91759,2019.0,28.829408602150536,11.845483870967744,10.4,31.958475,3.0,2.0,1.0,1.0,72286.0,4.0,0,0
91759,2020.0,28.829408602150536,11.845483870967744,10.4,31.958475,3.0,2.0,1.0,1.0,72286.0,4.0,0,0
91759,2021.0,34.53548387096774,18.070967741935487,0.0,49.89998,1.0,2.0,3.0,1.0,72286.0,4.0,1,1
91765,2018.0,27.566666666666663,17.15,0.0,1.969455,0.0,14.0,1.0,1.0,72297.0,1.0,0,0
91765,2019.0,27.566666666666663,17.15,0.0,1.969455,0.0,14.0,1.0,1.0,72297.0,1.0,0,0
91765,2020.0,27.566666666666663,17.15,0.0,1.969455,0.0,14.0,1.0,1.0,72297.0,1.0,0,0
91765,2021.0,27.566666666666663,17.15,0.0,1.969455,0.0,14.0,1.0,1.0,72297.0,1.0,1,1
91773,2018.0,21.466236559139787,9.251075268817203,17.85,70.2162,0.0,7.0,1.0,1.0,72297.0,1.0,0,0
91773,2019.0,21.466236559139787,9.251075268817203,17.85,70.2162,0.0,7.0,1.0,1.0,72297.0,1.0,0,0
91773,2020.0,22.80666666666667,10.366666666666667,1.0,128.1708,0.0,7.0,7.0,1.0,72297.0,2.0,1,1
91773,2021.0,20.125806451612902,8.135483870967741,34.7,12.2616,0.0,14.0,1.0,1.0,72297.0,1.0,1,1
91901,2018.0,31.096666666666668,20.59333333333333,0.0,505.3996,4.0,2.0,6.0,1.0,72293.0,4.0,1,1
91901,2019.0,30.63703703703704,17.103225806451615,0.0,505.3996,7.0,2.0,3.0,1.0,72293.0,4.0,0,0
91901,2020.0,30.63703703703704,16.81111111111111,0.0,16389.54,19.0,14.0,3.0,1.0,72293.0,4.0,1,1
91901,2021.0,27.112903225806452,17.103225806451615,0.5,7.521858,7.0,4.0,7.0,1.0,72293.0,4.0,1,1
91902,2018.0,23.94516129032258,14.67741935483871,25.6,0.4009637,0.0,11.0,4.0,1.0,72290.0,3.0,0,0
91902,2019.0,23.94516129032258,14.67741935483871,25.6,0.4009637,0.0,11.0,4.0,1.0,72290.0,3.0,0,0
91902,2020.0,23.94516129032258,14.67741935483871,25.6,0.4009637,0.0,11.0,4.0,1.0,72290.0,3.0,0,0
91902,2021.0,23.94516129032258,14.67741935483871,25.6,0.4009637,0.0,11.0,4.0,1.0,72290.0,3.0,1,1
91905,2018.0,26.96896551724138,9.582758620689654,15.5,31.55482,0.0,10.0,1.0,1.0,72281.0,0.0,0,0
91905,2019.0,26.96896551724138,9.582758620689654,15.5,31.55482,0.0,10.0,1.0,1.0,72281.0,0.0,1,1
91905,2020.0,26.96896551724138,9.582758620689654,15.5,31.55482,0.0,10.0,1.0,1.0,72281.0,0.0,0,0
91905,2021.0,26.96896551724138,9.582758620689654,15.5,31.55482,0.0,10.0,1.0,1.0,72281.0,0.0,0,0
91906,2018.0,22.03666666666667,17.35,0.0,129.713035,2.5,4.0,1.0,1.0,72290.0,0.0,2,1
91906,2019.0,20.995752688172047,13.155645161290323,22.9,74.1786575,5.25,4.0,1.0,1.0,72290.0,0.0,0,0
91906,2020.0,20.995752688172047,13.155645161290323,22.9,74.1786575,5.25,4.0,1.0,1.0,72290.0,0.0,0,0
91906,2021.0,19.95483870967742,8.961290322580645,45.8,18.64428,8.0,5.0,7.0,1.0,72290.0,0.0,1,1
91914,2018.0,23.293333333333333,14.016666666666667,20.6,44.07315,0.0,2.0,1.0,1.0,72290.0,3.0,1,1
91914,2019.0,25.741935483870968,14.093548387096773,0.0,31.12859,1.0,8.0,1.0,1.0,72290.0,3.0,1,1
91914,2020.0,23.293333333333333,14.016666666666667,20.6,31.12859,0.0,2.0,1.0,1.0,72290.0,3.0,0,0
91914,2021.0,19.95483870967742,8.961290322580645,45.8,21.31999,0.0,14.0,4.0,1.0,72290.0,3.0,1,1
91916,2018.0,24.171559139784947,12.668360215053765,0.9,30.745026499999998,2.75,2.0,1.0,1.0,72293.0,0.0,0,0
91916,2019.0,24.03666666666667,10.98,0.0,6.311408,1.0,14.0,1.0,1.0,72293.0,0.0,1,1
91916,2020.0,24.171559139784947,12.668360215053765,0.9,30.745026499999998,2.75,2.0,1.0,1.0,72293.0,0.0,0,0
91916,2021.0,24.306451612903228,14.35672043010753,1.8,55.178644999999996,4.5,2.0,1.0,1.0,72293.0,0.0,2,1
91917,2018.0,26.970967741935485,20.9741935483871,0.0,10.41985,1.0,9.0,1.0,1.0,72290.0,0.0,1,1
91917,2019.0,22.403225806451616,17.229032258064517,10.149999999999999,48.454775000000005,1.0,7.0,1.0,1.0,72290.0,0.0,2,1
91917,2020.0,25.251612903225805,20.374193548387098,0.0,30.322615,1.0,7.0,1.0,1.0,72290.0,0.0,0,0
91917,2021.0,25.251612903225805,20.374193548387098,0.0,30.322615,2.5,10.0,1.0,1.0,72290.0,0.0,2,1
91935,2018.0,23.15666666666667,17.366666666666667,3.5,79.95433,3.0,14.0,1.0,1.0,72290.0,0.0,0,0
91935,2019.0,23.15666666666667,17.366666666666667,3.5,79.95433,3.0,14.0,1.0,1.0,72290.0,0.0,0,0
91935,2020.0,23.15666666666667,17.366666666666667,3.5,79.95433,3.0,14.0,1.0,1.0,72290.0,0.0,1,1
91935,2021.0,23.15666666666667,17.366666666666667,3.5,79.95433,3.0,14.0,1.0,1.0,72290.0,0.0,0,0
91978,2018.0,19.95483870967742,8.961290322580645,45.8,8.976994,0.0,14.0,1.0,1.0,72290.0,3.0,0,0
91978,2019.0,19.95483870967742,8.961290322580645,45.8,8.976994,0.0,14.0,1.0,1.0,72290.0,3.0,0,0
91978,2020.0,19.95483870967742,8.961290322580645,45.8,8.976994,0.0,14.0,1.0,1.0,72290.0,3.0,0,0
91978,2021.0,19.95483870967742,8.961290322580645,45.8,8.976994,0.0,14.0,1.0,1.0,72290.0,3.0,1,1
92019,2018.0,24.917885304659496,12.471983273596177,0.0,93.12496666666667,2.8333333333333335,14.0,1.0,1.0,72293.0,0.0,0,0
92019,2019.0,28.74910394265233,17.97729988052569,0.0,128.09879333333333,4.666666666666667,14.0,1.0,1.0,72293.0,0.0,3,1
92019,2020.0,21.086666666666662,6.966666666666667,0.0,58.15114,1.0,14.0,1.0,1.0,72293.0,0.0,1,1
92019,2021.0,24.917885304659496,12.471983273596177,0.0,93.12496666666667,2.8333333333333335,14.0,1.0,1.0,72293.0,0.0,0,0
92027,2018.0,24.346666666666668,14.866666666666667,0.0,53.04443,1.0,14.0,7.0,1.0,72293.0,0.0,0,0
92027,2019.0,24.346666666666668,14.866666666666667,0.0,53.04443,1.0,14.0,7.0,1.0,72293.0,0.0,0,0
92027,2020.0,24.346666666666668,14.866666666666667,0.0,53.04443,1.0,14.0,7.0,1.0,72293.0,0.0,0,0
92027,2021.0,24.346666666666668,14.866666666666667,0.0,53.04443,1.0,14.0,7.0,1.0,72293.0,0.0,1,1
92028,2018.0,28.498333333333335,18.35183908045977,0.0,109.180375,3.0,14.0,1.0,1.0,72293.0,0.0,2,1
92028,2019.0,25.876666666666665,16.27,0.0,109.180375,3.0,14.0,1.0,1.0,72293.0,0.0,0,0
92028,2020.0,23.603032258064516,13.412064516129032,38.15,1549.2808049999999,1.5,9.0,1.0,1.0,72293.0,0.0,2,1
92028,2021.0,25.876666666666665,16.27,0.0,54.22581,4.0,14.0,1.0,1.0,72293.0,0.0,1,1
92036,2018.0,24.30967741935484,15.085483870967742,0.4,2699.35877,188.5,2.0,6.0,1.0,72293.0,0.0,0,0
92036,2019.0,24.30967741935484,15.085483870967742,0.4,2699.35877,188.5,2.0,6.0,1.0,72293.0,0.0,0,0
92036,2020.0,24.30967741935484,15.085483870967742,0.4,2699.35877,188.5,2.0,6.0,1.0,72293.0,0.0,0,0
92036,2021.0,24.30967741935484,15.085483870967742,0.4,2699.35877,188.5,2.0,6.0,1.0,72293.0,0.0,2,1
92040,2018.0,28.866666666666667,17.622222222222224,0.0,57.42204,0.0,14.0,7.0,1.0,72293.0,0.0,0,0
92040,2019.0,28.866666666666667,17.622222222222224,0.0,57.42204,0.0,14.0,7.0,1.0,72293.0,0.0,1,1
92040,2020.0,28.866666666666667,17.622222222222224,0.0,57.42204,0.0,14.0,7.0,1.0,72293.0,0.0,0,0
92040,2021.0,28.866666666666667,17.622222222222224,0.0,57.42204,0.0,14.0,7.0,1.0,72293.0,0.0,0,0
92055,2018.0,21.532258064516128,10.73225806451613,2.5,0.02353987,0.0,14.0,6.0,1.0,72293.0,8.0,1,1
92055,2019.0,22.939462365591396,12.799462365591399,1.25,484.146319935,1.0,14.0,6.0,1.0,72293.0,8.0,0,0
92055,2020.0,22.939462365591396,12.799462365591399,1.25,484.146319935,1.0,14.0,6.0,1.0,72293.0,8.0,0,0
92055,2021.0,24.346666666666668,14.866666666666667,0.0,968.2691,2.0,14.0,7.0,1.0,72293.0,8.0,1,1
92058,2018.0,25.627586206896552,15.76551724137931,0.5,959.2821,5.0,9.0,8.0,1.0,72293.0,8.0,0,0
92058,2019.0,25.627586206896552,15.76551724137931,0.5,959.2821,5.0,9.0,8.0,1.0,72293.0,8.0,0,0
92058,2020.0,25.627586206896552,15.76551724137931,0.5,959.2821,5.0,9.0,8.0,1.0,72293.0,8.0,1,1
92058,2021.0,25.627586206896552,15.76551724137931,0.5,959.2821,5.0,9.0,8.0,1.0,72293.0,8.0,0,0
92059,2018.0,22.787096774193547,13.3,1.3,59.08208,2.0,14.0,1.0,1.0,72293.0,0.0,1,1
92059,2019.0,22.787096774193547,13.3,1.3,59.08208,2.0,14.0,1.0,1.0,72293.0,0.0,0,0
92059,2020.0,22.787096774193547,13.3,1.3,59.08208,2.0,14.0,1.0,1.0,72293.0,0.0,0,0
92059,2021.0,22.787096774193547,13.3,1.3,59.08208,2.0,14.0,1.0,1.0,72293.0,0.0,0,0
92061,2018.0,26.932758620689654,17.948275862068964,0.0,14.623769,7.5,9.0,1.0,1.0,72293.0,0.0,0,0
92061,2019.0,26.932758620689654,17.948275862068964,0.0,14.623769,7.5,9.0,1.0,1.0,72293.0,0.0,2,1
92061,2020.0,26.932758620689654,17.948275862068964,0.0,14.623769,7.5,9.0,1.0,1.0,72293.0,0.0,0,0
92061,2021.0,26.932758620689654,17.948275862068964,0.0,14.623769,7.5,9.0,1.0,1.0,72293.0,0.0,0,0
92065,2018.0,31.02358422939068,20.700931899641574,0.0,117.83186666666667,47.333333333333336,2.0,1.0,1.0,72293.0,0.0,3,1
92065,2019.0,28.35483870967742,12.996774193548386,0.0,101.1678,3.0,15.0,1.0,1.0,72293.0,0.0,1,1
92065,2020.0,29.68921146953405,16.848853046594982,0.0,109.49983333333333,25.166666666666668,2.0,1.0,1.0,72293.0,0.0,0,0
92065,2021.0,29.68921146953405,16.848853046594982,0.0,109.49983333333333,25.166666666666668,2.0,1.0,1.0,72293.0,0.0,0,0
92070,2018.0,28.06162402669633,18.22424916573971,1.0,214.735681,1.5,14.0,1.0,1.0,72293.0,0.0,0,0
92070,2019.0,29.310344827586206,18.75172413793103,0.0,1.231062,0.0,14.0,1.0,1.0,72293.0,0.0,1,1
92070,2020.0,28.06162402669633,18.22424916573971,1.0,214.735681,1.5,14.0,1.0,1.0,72293.0,0.0,0,0
92070,2021.0,26.812903225806455,17.69677419354839,2.0,428.2403,3.0,14.0,1.0,1.0,72293.0,0.0,1,1
92082,2018.0,26.350752688172044,13.931720430107527,0.0,153.567255,3.0,14.0,1.0,1.0,72293.0,0.0,0,0
92082,2019.0,28.35483870967742,12.996774193548386,0.0,29.26041,2.0,14.0,1.0,1.0,72293.0,0.0,1,1
92082,2020.0,26.350752688172044,13.931720430107527,0.0,153.567255,3.0,14.0,1.0,1.0,72293.0,0.0,0,0
92082,2021.0,24.346666666666668,14.866666666666667,0.0,277.8741,4.0,14.0,7.0,1.0,72293.0,0.0,1,1
92086,2018.0,27.233950067976764,14.242832777159805,0.0,9.3118492,0.0,14.0,1.0,1.0,72293.0,0.0,0,0
92086,2019.0,27.233950067976764,14.242832777159805,0.0,9.3118492,0.0,14.0,1.0,1.0,72293.0,0.0,3,1
92086,2020.0,27.233950067976764,14.242832777159805,0.0,9.3118492,0.0,14.0,1.0,1.0,72293.0,0.0,0,0
92086,2021.0,27.233950067976764,14.242832777159805,0.0,9.3118492,0.0,14.0,1.0,1.0,72293.0,0.0,0,0
92154,2018.0,23.29798387096774,15.90495391705069,4.55,20.3212,0.0,7.0,1.0,1.0,72290.0,0.0,2,1
